# Simulation 2 (Up to date)
# 555 data points written for 34 variables.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,0.037,2.265,226.68,2.265,226.68,0,0,0,0,0,0,28.61,-80.6,9.792,41.766,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,0,2.023,15,1013.249,340.389,0.01,0.01
# Event LIFTOFF occurred at t=0.02 seconds
10.897,2928.458,1.146,-9.694,1.319,9.697,85.579,0.042,85.579,0.028,0.653,0.23,28.61,-80.6,9.789,40.229,3.309e-8,0.05,-1.092e-5,2.099,-1.421e-4,0,0,0,0,3.654,64.752,0.032,1.86,9.198,910.746,336.873,0.05,0.147
10.947,2928.606,0.662,-9.763,0.922,9.763,85.685,0.043,85.685,0.028,0.642,0.07,28.61,-80.6,9.789,49.593,3.229e-8,0.05,-1.206e-5,-2.224,4.301e-4,0,0,0,0,3.901,63.858,0.032,1.966,9.198,910.741,336.873,0.05,0.148
10.997,2928.675,0.174,-9.758,0.661,9.758,85.79,0.043,85.79,0.029,0.638,0.069,28.61,-80.6,9.789,59.17,3.287e-8,0.049,-1.182e-5,-3.492,-3.148e-4,0,0,0,0,4.018,62.967,0.033,1.977,9.198,910.738,336.873,0.05,0.148
# Event APOGEE occurred at t=11.047 seconds
11.047,2928.663,-0.314,-9.751,0.708,9.751,85.895,0.043,85.895,0.029,0.635,0.076,28.61,-80.6,9.789,68.778,3.322e-8,0.049,-1.208e-5,-4.037,-2.764e-4,0,0,0,0,3.708,62.086,0.033,2.043,9.198,910.739,336.873,0.05,0.148
11.097,2928.572,-0.802,-9.744,1.02,9.745,85.999,0.043,85.999,0.029,0.631,0.083,28.61,-80.6,9.789,77.995,3.311e-8,0.048,-1.156e-5,-4.258,-2.776e-4,0,0,0,0,3.4,61.215,0.033,2.028,9.198,910.742,336.873,0.05,0.148
11.147,2928.4,-1.289,-9.734,1.433,9.734,86.102,0.043,86.102,0.029,0.626,0.098,28.61,-80.6,9.789,85.917,3.272e-8,0.047,-1.159e-5,-3.904,-2.978e-4,0,0,0,0,2.849,60.357,0.033,2.068,9.198,910.748,336.873,0.05,0.149
# Event EJECTION_CHARGE occurred at t=11.169 seconds
11.169,2928.298,-1.506,-9.726,1.631,9.727,86.148,0.044,86.148,0.029,0.624,0.11,28.61,-80.6,9.789,88.639,3.338e-8,0.047,-1.184e-5,-3.598,2.082e-4,0,0,0,0,2.539,59.977,0.033,2.132,9.198,910.751,336.873,0.022,0.149
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=11.17 seconds
11.172,2928.285,-1.531,-9.725,1.653,9.726,86.153,0.044,86.153,0.029,0.624,0.111,28.61,-80.6,9.789,88.916,3.327e-8,0.047,-1.189e-5,-3.563,4.401e-4,0,0,0,0,2.505,59.935,0.033,2.14,9.198,910.752,336.873,0.003,0.151
11.173,2928.28,-1.54,-8.829,3.162,8.998,86.155,0.044,86.155,0.029,0.622,1.734,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.14,9.198,910.752,336.873,0.001,0.152
11.293,2927.458,-2.606,-8.822,3.65,8.991,86.36,0.044,86.36,0.029,0.412,1.738,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.143,9.198,910.752,336.873,0.121,0.154
11.407,2926.324,-3.493,-7.819,4.317,8.096,86.469,0.044,86.469,0.029,0.174,2.098,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.364,9.2,910.78,336.874,0.113,0.154
11.522,2924.855,-4.28,-6.835,4.812,7.139,86.489,0.045,86.489,0.03,0.064,2.061,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.264,9.202,910.818,336.876,0.115,0.154
11.625,2923.312,-4.868,-5.715,5.243,6.073,86.432,0.045,86.432,0.03,0.275,2.053,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.221,9.205,910.868,336.877,0.103,0.155
11.729,2921.568,-5.359,-4.727,5.629,5.135,86.303,0.045,86.303,0.03,0.483,2.007,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.206,9.208,910.921,336.879,0.104,0.155
11.842,2919.505,-5.793,-3.849,5.952,4.219,86.088,0.046,86.088,0.03,0.678,1.727,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.042,9.212,910.98,336.881,0.113,0.155
11.965,2917.086,-6.157,-2.945,6.264,3.349,85.774,0.046,85.774,0.031,0.875,1.594,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.028,9.216,911.051,336.884,0.123,0.155
12.113,2914.011,-6.472,-2.122,6.543,2.585,85.294,0.046,85.294,0.031,1.094,1.477,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.062,9.221,911.133,336.887,0.148,0.155
12.291,2910.172,-6.721,-1.405,6.75,1.751,84.603,0.046,84.603,0.031,1.28,1.046,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.902,9.227,911.238,336.89,0.177,0.155
12.562,2904.095,-6.93,-0.773,6.943,1.171,83.358,0.047,83.358,0.032,1.519,0.88,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.936,9.234,911.368,336.895,0.271,0.155
12.99,2894.289,-7.028,-0.229,7.03,0.6,81.058,0.047,81.058,0.033,1.756,0.555,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.921,9.246,911.575,336.902,0.428,0.155
13.49,2882.78,-7.004,0.05,7.005,0.625,77.921,0.047,77.921,0.034,2.068,0.623,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.202,9.266,911.909,336.914,0.5,0.156
13.99,2871.277,-7.021,-0.035,7.021,0.121,74.577,0.047,74.577,0.036,2.01,0.116,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.985,9.289,912.301,336.928,0.5,0.156
14.49,2859.766,-7.013,0.017,7.013,0.027,71.271,0.047,71.271,0.037,2.02,0.021,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.025,9.311,912.693,336.942,0.5,0.156
14.99,2848.264,-7.01,0.007,7.01,0.445,68.14,0.046,68.14,0.039,1.798,0.445,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.702,9.334,913.085,336.955,0.5,0.156
15.49,2836.762,-7.014,-0.009,7.014,0.064,65.165,0.046,65.165,0.041,1.829,0.063,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.844,9.357,913.477,336.969,0.5,0.156
15.99,2825.261,-7.008,0.013,7.008,0.345,62.023,0.046,62.023,0.043,2.002,0.345,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.076,9.38,913.868,336.983,0.5,0.156
16.49,2813.766,-7.007,4.847e-4,7.008,0.403,58.905,0.046,58.905,0.045,1.8,0.403,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.713,9.403,914.26,336.997,0.5,0.156
16.99,2802.269,-7.01,-0.004,7.01,0.13,55.899,0.046,55.899,0.047,1.865,0.13,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.894,9.425,914.651,337.011,0.5,0.156
17.49,2790.773,-7.006,0.007,7.006,0.247,52.738,0.046,52.738,0.05,1.989,0.247,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043,9.448,915.043,337.024,0.5,0.156
17.99,2779.282,-7.005,0.002,7.005,0.3,49.353,0.046,49.353,0.053,2.138,0.3,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.204,9.471,915.434,337.038,0.5,0.157
18.49,2767.791,-7.005,1.405e-4,7.005,0.205,45.929,0.045,45.929,0.057,2.036,0.205,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.992,9.494,915.826,337.052,0.5,0.157
18.99,2756.301,-7.003,0.003,7.003,0.207,42.674,0.045,42.674,0.061,1.932,0.207,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.888,9.516,916.217,337.066,0.5,0.157
19.49,2744.813,-7.003,2.302e-4,7.003,0.084,39.47,0.045,39.47,0.065,1.974,0.084,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.993,9.539,916.608,337.08,0.5,0.157
19.99,2733.328,-7,0.006,7,0.229,36.325,0.045,36.325,0.071,1.86,0.229,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.811,9.562,916.999,337.093,0.5,0.157
20.49,2721.845,-6.999,0.002,6.999,0.259,33.38,0.045,33.38,0.077,1.731,0.259,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.676,9.585,917.391,337.107,0.5,0.157
20.99,2710.364,-6.999,0.001,6.999,0.193,30.462,0.045,30.462,0.084,1.827,0.193,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.869,9.607,917.782,337.121,0.5,0.157
21.49,2698.884,-6.998,0.002,6.998,0.15,27.526,0.044,27.526,0.092,1.752,0.15,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.721,9.63,918.173,337.135,0.5,0.157
21.99,2687.406,-6.997,0.002,6.997,0.067,24.679,0.044,24.679,0.103,1.719,0.067,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.705,9.653,918.564,337.149,0.5,0.157
22.49,2675.931,-6.993,0.008,6.993,0.321,21.729,0.044,21.729,0.116,1.879,0.321,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.948,9.676,918.954,337.162,0.5,0.157
22.99,2664.463,-6.989,0.008,6.99,0.499,18.442,0.044,18.442,0.137,2.129,0.499,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.236,9.698,919.345,337.176,0.5,0.157
23.49,2652.993,-6.995,-0.012,6.995,0.088,14.986,0.044,14.986,0.168,2.085,0.087,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067,9.721,919.736,337.19,0.5,0.157
23.99,2641.522,-6.99,0.009,6.99,0.183,11.641,0.044,11.641,0.215,1.993,0.183,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955,9.744,920.126,337.204,0.5,0.158
24.49,2630.054,-6.991,-0.002,6.991,0.033,8.384,0.043,8.384,0.297,1.977,0.033,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.971,9.767,920.517,337.217,0.5,0.158
24.99,2618.587,-6.989,0.004,6.989,0.038,5.156,0.043,5.156,0.481,1.958,0.038,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95,9.789,920.907,337.231,0.5,0.158
25.49,2607.122,-6.988,0.003,6.988,0.143,2.003,0.043,2.004,1.235,1.886,0.143,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.856,9.812,921.298,337.245,0.5,0.158
25.99,2595.66,-6.987,0.003,6.987,0.176,-1.019,0.043,1.02,177.584,1.798,0.176,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.761,9.835,921.688,337.259,0.5,0.158
26.49,2584.201,-6.985,0.004,6.985,0.249,-4.071,0.043,4.071,179.397,1.923,0.249,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.976,9.857,922.079,337.273,0.5,0.158
26.99,2572.754,-6.972,0.026,6.973,0.737,-7.527,0.043,7.527,179.675,2.291,0.737,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.447,9.88,922.469,337.286,0.5,0.158
27.49,2561.304,-6.988,-0.032,6.988,0.221,-11.195,0.043,11.195,179.782,2.182,0.219,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.135,9.903,922.859,337.3,0.5,0.158
27.99,2549.85,-6.977,0.022,6.977,0.398,-14.611,0.042,14.611,179.834,1.983,0.397,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.899,9.926,923.249,337.314,0.5,0.158
28.49,2538.401,-6.983,-0.012,6.983,0.173,-17.793,0.042,17.793,179.864,1.897,0.173,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.861,9.948,923.639,337.328,0.5,0.158
28.99,2526.949,-6.979,0.007,6.979,0.047,-20.924,0.042,20.924,179.885,1.92,0.047,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.931,9.971,924.029,337.341,0.5,0.158
29.49,2515.503,-6.975,0.008,6.976,0.38,-24.229,0.042,24.229,179.901,2.11,0.38,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.191,9.994,924.419,337.355,0.5,0.158
29.99,2504.058,-6.978,-0.005,6.978,0.218,-27.78,0.042,27.78,179.914,2.219,0.218,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.266,10.016,924.808,337.369,0.5,0.159
30.49,2492.615,-6.974,0.007,6.974,0.303,-31.296,0.042,31.296,179.924,2.068,0.303,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.004,10.039,925.198,337.383,0.5,0.159
30.99,2481.173,-6.975,-0.002,6.975,0.204,-34.604,0.041,34.604,179.932,1.966,0.204,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.923,10.062,925.588,337.396,0.5,0.159
31.49,2469.732,-6.974,0.003,6.974,0.109,-37.784,0.041,37.784,179.938,1.911,0.109,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.889,10.084,925.977,337.41,0.5,0.159
31.99,2458.293,-6.973,0.002,6.973,0.003,-40.918,0.041,40.918,179.943,1.91,0.002,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91,10.107,926.367,337.424,0.5,0.159
32.49,2446.855,-6.972,0.003,6.972,0.036,-44.036,0.041,44.036,179.947,1.892,0.036,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.885,10.13,926.757,337.437,0.5,0.159
32.99,2435.42,-6.97,0.003,6.97,0.139,-47.197,0.041,47.197,179.951,1.962,0.139,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.992,10.152,927.146,337.451,0.5,0.159
33.49,2423.989,-6.967,0.007,6.967,0.33,-50.55,0.041,50.55,179.954,2.127,0.33,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.197,10.175,927.536,337.465,0.5,0.159
33.99,2412.559,-6.968,-0.003,6.968,0.188,-54.116,0.04,54.116,179.957,2.221,0.188,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.261,10.198,927.925,337.479,0.5,0.159
34.49,2401.13,-6.966,0.005,6.966,0.186,-57.682,0.04,57.682,179.96,2.128,0.186,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.089,10.22,928.314,337.492,0.5,0.159
34.99,2389.704,-6.964,0.003,6.965,0.265,-61.064,0.04,61.064,179.962,1.995,0.265,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,10.243,928.703,337.506,0.5,0.159
35.49,2378.279,-6.965,-0.002,6.965,0.018,-64.344,0.04,64.344,179.964,2.004,0.018,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.009,10.266,929.092,337.52,0.5,0.159
35.99,2366.855,-6.963,0.004,6.963,0.064,-67.658,0.04,67.658,179.966,2.036,0.064,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.05,10.288,929.481,337.534,0.5,0.159
36.49,2355.436,-6.958,0.01,6.959,0.417,-70.827,0.04,70.827,179.968,1.828,0.417,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.741,10.311,929.87,337.547,0.5,0.159
36.99,2344.018,-6.963,-0.01,6.963,0.027,-73.815,0.039,73.815,179.969,1.815,0.026,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.81,10.333,930.259,337.561,0.5,0.159
37.49,2332.599,-6.959,0.007,6.959,0.008,-76.791,0.039,76.791,179.971,1.814,0.003,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.814,10.356,930.648,337.575,0.5,0.16
37.99,2321.184,-6.958,0.003,6.958,0.237,-79.863,0.039,79.863,179.972,1.932,0.237,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.982,10.379,931.037,337.588,0.5,0.16
38.49,2309.77,-6.958,-7.83e-4,6.958,0.048,-83.013,0.039,83.013,179.973,1.908,0.048,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.899,10.401,931.426,337.602,0.5,0.16
38.99,2298.358,-6.956,0.004,6.956,0.132,-86.197,0.039,86.197,179.974,1.974,0.132,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.003,10.424,931.814,337.616,0.5,0.16
39.49,2286.948,-6.956,6.294e-4,6.956,0.025,-89.425,0.039,89.425,179.975,1.962,0.025,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,10.446,932.203,337.629,0.5,0.16
39.99,2275.539,-6.954,0.003,6.954,0.048,-92.623,0.038,92.623,179.976,1.937,0.048,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.928,10.469,932.592,337.643,0.5,0.16
40.49,2264.133,-6.953,0.003,6.953,0.142,-95.743,0.038,95.743,179.977,1.866,0.142,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.837,10.492,932.98,337.657,0.5,0.16
40.99,2252.728,-6.952,0.001,6.952,0.069,-98.834,0.038,98.834,179.978,1.901,0.069,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.916,10.514,933.369,337.671,0.5,0.16
41.49,2241.326,-6.95,0.004,6.95,0.145,-102.012,0.038,102.012,179.979,1.974,0.145,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.005,10.537,933.757,337.684,0.5,0.16
41.99,2229.925,-6.95,7.693e-4,6.95,0.026,-105.238,0.038,105.239,179.979,1.961,0.026,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,10.559,934.145,337.698,0.5,0.16
42.49,2218.528,-6.945,0.008,6.946,0.327,-108.589,0.038,108.589,179.98,2.124,0.327,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.193,10.582,934.533,337.712,0.5,0.16
42.99,2207.132,-6.948,-0.006,6.948,0.015,-112.067,0.038,112.067,179.981,2.117,0.014,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.114,10.605,934.922,337.725,0.5,0.16
43.49,2195.737,-6.945,0.007,6.945,0.145,-115.48,0.037,115.48,179.981,2.044,0.145,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.015,10.627,935.31,337.739,0.5,0.16
43.99,2184.345,-6.944,0.002,6.944,0.22,-118.744,0.037,118.744,179.982,1.935,0.22,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.889,10.65,935.698,337.753,0.5,0.16
