# Time (s),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Air temperature (°C),Air pressure (kPa),Shenanigans (sqrt_Hz)
14.43,-9.908251,0.3470604,0,0,0,0,85.15388,10.47332
14.44,-9.907185,0.3467468,0,0,0,0,85.15288,10.36977
14.45,-9.906122,0.3464355,0,0,0,0,85.15188,10.26623
14.46,-9.905061,0.3461263,0,0,0,0,85.14988,10.16273
14.47,-9.904003,0.3458194,0,0,0,0,85.14888,10.05918
14.48,-9.902947,0.3455147,0,0,0,0,85.14888,9.955638
14.49,-9.901893,0.3452124,0,0,0,0,85.15388,9.852139
14.5,-9.900841,0.3449122,0,0,0,0,85.15288,9.748733
14.51,-9.899791,0.3446142,0,0,0,0,85.14389,9.645327
14.52,-9.898744,0.3443185,0,0,0,0,85.14589,9.541828
14.53,-9.897699,0.3440251,0,0,0,0,85.13789,9.438376
14.54,-9.896656,0.3437339,0,0,0,0,85.14889,9.334784
14.55,-9.895615,0.343445,0,0,0,0,85.14289,9.231378
14.56,-9.894576,0.3431583,0,0,0,0,85.14089,9.127926
14.57,-9.893539,0.342874,0,0,0,0,85.14289,9.024474
14.58,-9.892505,0.3425918,0,0,0,0,85.1389,8.921068
14.59,-9.891472,0.342312,0,0,0,0,85.1449,8.817615
14.6,-9.890442,0.3420345,0,0,0,0,85.1349,8.714302
14.61,-9.889413,0.3417592,0,0,0,0,85.1349,8.61085
14.62,-9.888387,0.3414862,0,0,0,0,85.1399,8.507398
14.63,-9.887362,0.3412156,0,0,0,0,85.1359,8.404038
14.64,-9.88634,0.3409472,0,0,0,0,85.1389,8.300632
14.65,-9.88532,0.3406811,0,0,0,0,85.1339,8.197319
14.66,-9.884301,0.3404174,0,0,0,0,85.13391,8.093914
14.67,-9.883285,0.3401559,0,0,0,0,85.13091,7.990554
14.68,-9.88227,0.3398967,0,0,0,0,85.13591,7.887148
14.69,-9.881257,0.339641,0,0,0,0,85.12291,7.783835
14.7,-9.880248,0.3393915,0,0,0,0,85.12691,7.680336
14.71,-9.87924,0.3391442,0,0,0,0,85.12991,7.576931
14.72,-9.878234,0.3388992,0,0,0,0,85.12991,7.473571
14.73,-9.877229,0.3386565,0,0,0,0,85.12591,7.370258
14.74,-9.876227,0.338416,0,0,0,0,85.12792,7.266899
14.75,-9.875226,0.338178,0,0,0,0,85.12392,7.163586
14.76,-9.874227,0.337942,0,0,0,0,85.12592,7.060227
14.77,-9.873229,0.3377085,0,0,0,0,85.12192,6.956914
14.78,-9.872234,0.3374772,0,0,0,0,85.12992,6.853554
14.79,-9.871239,0.3372482,0,0,0,0,85.12292,6.750334
14.8,-9.870247,0.3370215,0,0,0,0,85.12192,6.646975
14.81,-9.869256,0.336797,0,0,0,0,85.12192,6.543662
14.82,-9.868267,0.3365749,0,0,0,0,85.12592,6.440349
14.83,-9.86728,0.3363552,0,0,0,0,85.11893,6.337129
14.84,-9.866294,0.3361377,0,0,0,0,85.11993,6.233816
14.85,-9.865309,0.3359225,0,0,0,0,85.11293,6.130503
14.86,-9.864326,0.3357096,0,0,0,0,85.11193,6.027097
14.87,-9.863345,0.3354991,0,0,0,0,85.11593,5.923691
14.88,-9.862365,0.3352908,0,0,0,0,85.12293,5.820378
14.89,-9.861387,0.335085,0,0,0,0,85.11393,5.717158
14.9,-9.86041,0.3348814,0,0,0,0,85.11693,5.613845
14.91,-9.859434,0.3346802,0,0,0,0,85.11494,5.510579
14.92,-9.85846,0.3344813,0,0,0,0,85.11294,5.407313
14.93,-9.857488,0.3342847,0,0,0,0,85.11494,5.304
14.94,-9.856516,0.3340905,0,0,0,0,85.10794,5.200733
14.95,-9.855546,0.3338986,0,0,0,0,85.11594,5.097374
14.96,-9.854578,0.3337091,0,0,0,0,85.11194,4.994154
14.97,-9.853611,0.3335219,0,0,0,0,85.11194,4.890887
14.98,-9.852645,0.333337,0,0,0,0,85.10494,4.787621
14.99,-9.85168,0.3331546,0,0,0,0,85.11394,4.684262
15,-9.850717,0.3329744,0,0,0,0,85.10795,4.581042
15.01,-9.849755,0.3327966,0,0,0,0,85.10995,4.477775
15.02,-9.848794,0.3326212,0,0,0,0,85.10395,4.374509
15.03,-9.847834,0.3324482,0,0,0,0,85.10795,4.271196
15.04,-9.846876,0.3322775,0,0,0,0,85.10695,4.167929
15.05,-9.845919,0.3321092,0,0,0,0,85.10695,4.064663
15.06,-9.844963,0.3319432,0,0,0,0,85.09895,3.961396
15.07,-9.844008,0.3317796,0,0,0,0,85.10395,3.858037
15.08,-9.843054,0.3316184,0,0,0,0,85.10695,3.75477
15.09,-9.842101,0.3314595,0,0,0,0,85.10396,3.651551
15.1,-9.841149,0.331303,0,0,0,0,85.10396,3.548284
15.11,-9.840199,0.3311489,0,0,0,0,85.09896,3.445018
15.12,-9.839249,0.3309972,0,0,0,0,85.10696,3.341705
15.13,-9.838301,0.3308479,0,0,0,0,85.10196,3.238531
15.14,-9.837353,0.3307009,0,0,0,0,85.10196,3.135265
15.15,-9.836406,0.3305563,0,0,0,0,85.10196,3.031998
15.16,-9.835461,0.3304141,0,0,0,0,85.10596,2.928778
15.17,-9.834516,0.3302743,0,0,0,0,85.10396,2.825605
15.18,-9.833572,0.3301369,0,0,0,0,85.10297,2.722431
15.19,-9.832629,0.3300019,0,0,0,0,85.09997,2.619211
15.2,-9.831687,0.3298692,0,0,0,0,85.09697,2.515945
15.21,-9.830746,0.3297389,0,0,0,0,85.10297,2.412678
15.22,-9.829806,0.3296111,0,0,0,0,85.09797,2.309505
15.23,-9.828867,0.3294856,0,0,0,0,85.09697,2.206238
15.24,-9.827928,0.3293625,0,0,0,0,85.09997,2.102972
15.25,-9.82699,0.3292418,0,0,0,0,85.09397,1.999752
15.26,-9.826053,0.3291235,0,0,0,0,85.10397,1.896439
15.27,-9.825117,0.3290076,0,0,0,0,85.09998,1.793312
15.28,-9.824181,0.3288941,0,0,0,0,85.09898,1.690139
15.29,-9.823246,0.328783,0,0,0,0,85.09898,1.586919
15.3,-9.822312,0.3286742,0,0,0,0,85.10298,1.483745
15.31,-9.821378,0.328568,0,0,0,0,85.10098,1.380618
15.32,-9.820445,0.328464,0,0,0,0,85.09898,1.277445
15.33,-9.819513,0.3283625,0,0,0,0,85.09698,1.174271
15.34,-9.818581,0.3282634,0,0,0,0,85.09798,1.071051
15.35,-9.81765,0.3281666,0,0,0,0,85.09898,0.9678776
15.36,-9.816719,0.3280723,0,0,0,0,85.09698,0.8647041
15.37,-9.815789,0.3279804,0,0,0,0,85.10199,0.7614841
15.38,-9.814859,0.3278908,0,0,0,0,85.09699,0.6583571
15.39,-9.81393,0.3278037,0,0,0,0,85.09499,0.5551836
15.4,-9.813001,0.327719,0,0,0,0,85.10299,0.4519636
15.41,-9.812073,0.3276366,0,0,0,0,85.09799,0.3488831
15.42,-9.811145,0.3275567,0,0,0,0,85.09599,0.2457096
15.43,-9.810218,0.3274791,0,0,0,0,85.09499,0.1425361
15.44,-9.809291,0.327404,0,0,0,0,85.09599,0.03931612
15.45,-9.808365,0.3273312,0,0,0,0,85.09299,-0.06385738
15.46,-9.807438,0.3272609,0,0,0,0,85.09499,-0.1670773
15.47,-9.806513,0.3271929,0,0,0,0,85.093,-0.2702973
15.48,-9.805587,0.3271273,0,0,0,0,85.096,-0.3735173
15.49,-9.804662,0.3270642,0,0,0,0,85.1,-0.4766908
15.5,-9.803737,0.3270034,0,0,0,0,85.094,-0.5798178
15.51,-9.802812,0.326945,0,0,0,0,85.093,-0.6830378
