# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
18.62,3391.9274105,86.4051753,-10.4567415,93.0558941,10.4753472,708.1539422,0.4964387,708.1541163,0.0401662,34.547722,0.6240646,33.0000042,-106.9924063,9.7809827,0.5597083,0,0.0053871,-0.0000214,24895.0250818,3342,16.4541965,0.10602,201.5625342,155.996664,2.8934385,0.298382,12451376.921056,0,21.6309407,0.3196159,0.3199208,0.2255638,0.0168241,0.0772279,0.0990514,0.2864251,-0.0003588,0,0,0,0,0.0004724,0.0117045,15.748,194.778355,64.7891253,0.0711619,7.1674695,-16.0695282,556.5214291,321.5607659,0.01,2.1675593
18.63,3392.7909395,86.3006465,-10.4490558,92.9565006,10.4684596,708.4993877,0.496942,708.499562,0.0401873,34.5414159,0.6370868,33.0000042,-106.9924026,9.78098,0.5906695,0,0.00569,-0.0000215,24895.0250818,3342,16.4541965,0.10602,201.49814,155.996664,2.8893495,0.2981522,12440704.5990618,0,21.5985904,0.3196324,0.3199717,0.2255976,0.0168173,0.0772175,0.1046605,0.3020885,-0.0001928,0,0,0,0,0.0005279,0.0116926,15.748,194.778355,64.7691912,0.0712666,7.2178778,-16.0751411,556.4573826,321.5573645,0.01,2.1681805
18.64,3393.6534237,86.1961935,-10.4415941,92.8571417,10.4617816,708.8447694,0.4974456,708.844944,0.0402084,34.5349821,0.6496049,33.0000042,-106.9923989,9.7809774,0.6205035,0,0.0060083,-0.000021,24895.0250818,3342,16.4541965,0.10602,201.4362257,155.996664,2.8854179,0.2979226,12430046.2693041,0,21.5663343,0.319649,0.3200229,0.2256314,0.0168106,0.077207,0.1100782,0.3168923,0.0003939,0,0,0,0,0.0005895,0.0116807,15.748,194.778355,64.7481392,0.0713657,7.268286,-16.0807473,556.3934137,321.5539672,0.01,2.168769
18.65,3394.5148636,86.0918139,-10.4343663,92.757817,10.4553196,709.1900862,0.4979495,709.190261,0.0402295,34.5284257,0.661595,33.0000042,-106.9923952,9.7809747,0.6491586,0,0.0063405,-0.000021,24895.0250818,3342,16.4541965,0.10602,201.3768787,155.996664,2.8816494,0.2976933,12419401.923446,0,21.5341549,0.3196656,0.3200744,0.2256652,0.0168038,0.0771966,0.1152937,0.3316742,-0.0004002,0,0,0,0,0.0006575,0.0116687,15.748,194.778355,64.7259157,0.07146,7.3186943,-16.0863466,556.3295222,321.550574,0.01,2.1694409
18.66,3395.37526,85.9874528,-10.4378937,92.6585229,10.458025,709.5353372,0.4984535,709.5355123,0.0402507,34.5218746,0.6485849,33.0000043,-106.9923915,9.7809721,0.6230584,0,0.0066728,-0.0000218,24895.0250818,3342,16.4541965,0.10602,201.429459,155.996664,2.8849883,0.2973288,12403121.2133821,0,21.4785259,0.3196902,0.3200673,0.2257171,0.0167931,0.0771801,0.1105394,0.3177149,0.0003679,0,0,0,0,0.0007301,0.0116568,15.748,194.778355,64.7024862,0.0715484,7.2695469,-16.0919392,556.2657082,321.5471849,0.01,2.1700352
18.67,3396.2346126,85.8830554,-10.4416129,92.559256,10.4609152,709.8805234,0.4989579,709.8806987,0.0402718,34.5154555,0.6351906,33.0000043,-106.9923878,9.7809694,0.5958542,0,0.0069911,-0.0000219,24895.0250818,3342,16.4541965,0.10602,201.4844285,155.996664,2.8884788,0.2969644,12386847.183736,0,21.422994,0.319715,0.3200602,0.2257691,0.0167823,0.0771635,0.1055947,0.3041235,-0.0003967,0,0,0,0,0.0008034,0.0116449,15.748,194.778355,64.6778861,0.0716318,7.2203996,-16.097525,556.2019715,321.5437999,0.01,2.170583
18.68,3397.092921,85.77862,-10.4455101,92.4600162,10.46398,710.225646,0.4994624,710.2258216,0.0402929,34.5091722,0.6214467,33.0000043,-106.9923841,9.7809668,0.5676093,0,0.0072938,-0.000022,24895.0250818,3342,16.4541965,0.10602,201.541672,155.996664,2.8921138,0.2966001,12370579.8217325,0,21.3675752,0.3197398,0.3200535,0.2258212,0.0167716,0.077147,0.1004723,0.2897995,-0.00043,0,0,0,0,0.0008766,0.011633,15.748,194.778355,64.6521694,0.0717097,7.1712522,-16.103104,556.1383123,321.540419,0.01,2.1711347
18.69,3397.9501848,85.6741447,-10.4495724,92.3608034,10.4672098,710.5707065,0.4999672,710.5708824,0.0403141,34.5030279,0.6073856,33.0000043,-106.9923804,9.7809642,0.5383834,0,0.0075797,-0.0000224,24895.0250818,3342,16.4541965,0.10602,201.6010819,155.996664,2.8958863,0.2962358,12354319.1099423,0,21.3122844,0.3197647,0.3200473,0.2258732,0.0167609,0.0771305,0.0951844,0.2751699,0.0004264,0,0,0,0,0.000949,0.0116211,15.748,194.778355,64.6253922,0.0717819,7.1221048,-16.1086762,556.0747306,321.5370422,0.01,2.1716776
18.7,3398.8064037,85.569628,-10.453787,92.2616172,10.4705949,710.9157063,0.5004723,710.9158825,0.0403352,34.4970256,0.5930394,33.0000043,-106.9923767,9.7809615,0.5082369,0,0.0078504,-0.000023,24895.0250818,3342,16.4541965,0.10602,201.6625485,155.996664,2.8997895,0.2958716,12338065.0276381,0,21.2571364,0.3197898,0.3200419,0.2259254,0.0167503,0.0771141,0.089743,0.258862,0.0001041,0,0,0,0,0.0010206,0.0116091,15.748,194.778355,64.5976127,0.0718497,7.0729575,-16.1142416,556.0112263,321.5336696,0.01,2.1722292
18.71,3399.6615774,85.465119,-10.4480488,92.162461,10.4653602,711.2606464,0.5009776,711.2608228,0.0403564,34.4910517,0.6016981,33.0000043,-106.992373,9.7809589,0.5296171,0,0.0081176,-0.0000232,24895.0250818,3342,16.4541965,0.10602,201.6176894,155.996664,2.8969409,0.2956391,12327307.5527034,0,21.2238935,0.3198069,0.3200804,0.2259598,0.0167435,0.0771036,0.0935983,0.2695925,-0.0000109,0,0,0,0,0.001093,0.0115972,15.748,194.778355,64.5688735,0.0719148,7.1206205,-16.1198003,555.9477996,321.530301,0.01,2.1728219
18.72,3400.5157063,85.3606664,-10.4424983,92.0633376,10.4602959,711.6055263,0.5014832,711.605703,0.0403775,34.4849933,0.6099343,33.0000043,-106.9923693,9.7809563,0.5500436,0,0.008395,-0.0000227,24895.0250818,3342,16.4541965,0.10602,201.57488,155.996664,2.8942225,0.2954068,12316563.8497864,0,21.1907074,0.3198241,0.3201189,0.2259942,0.0167367,0.0770931,0.0972877,0.2808104,0.0001117,0,0,0,0,0.0011708,0.0115854,15.748,194.778355,64.5391528,0.0719764,7.1682834,-16.1253521,555.8844504,321.5269366,0.01,2.1733564
18.73,3401.3687909,85.2562684,-10.4371433,91.964247,10.4554077,711.9503453,0.501989,711.9505222,0.0403987,34.4788546,0.6177304,33.0000043,-106.9923656,9.7809537,0.5694744,0,0.0086827,-0.0000236,24895.0250818,3342,16.4541965,0.10602,201.5341963,155.996664,2.8916391,0.2951749,12305833.9226504,0,21.1575676,0.3198412,0.3201571,0.2260286,0.0167299,0.0770827,0.1008026,0.2906671,-0.0001984,0,0,0,0,0.0012544,0.0115735,15.748,194.778355,64.5084141,0.0720337,7.2159464,-16.1308971,555.8211786,321.5235763,0.01,2.1739768
18.74,3402.2208319,85.1519229,-10.4319898,91.8651888,10.4506998,712.2951024,0.502495,712.2952797,0.0404198,34.4726403,0.6250735,33.0000043,-106.9923619,9.7809511,0.5878788,0,0.0089794,-0.0000232,24895.0250818,3342,16.4541965,0.10602,201.4956913,155.996664,2.889194,0.2949431,12295117.7794948,0,21.1244646,0.3198585,0.3201948,0.226063,0.0167232,0.0770722,0.1041367,0.2992835,0.0000154,0,0,0,0,0.0013438,0.0115616,15.748,194.778355,64.4766239,0.072086,7.2636094,-16.1364354,555.7579843,321.5202201,0.01,2.174578
18.75,3403.0718296,85.047628,-10.4270431,91.7661628,10.4461759,712.6397971,0.5030013,712.6399746,0.040441,34.4663549,0.6319519,33.0000043,-106.9923582,9.7809484,0.6052284,0,0.0092843,-0.0000232,24895.0250818,3342,16.4541965,0.10602,201.4594138,155.996664,2.8868904,0.2947117,12284415.4311869,0,21.0913893,0.3198757,0.3202319,0.2260974,0.0167164,0.0770618,0.1072841,0.3084602,-0.0002051,0,0,0,0,0.0014388,0.0115497,15.748,194.778355,64.4437509,0.0721324,7.3112724,-16.1419669,555.6948673,321.5168681,0.01,2.1751304
18.76,3403.9217844,84.9433269,-10.433196,91.6671654,10.4512117,712.984429,0.5035079,712.9846068,0.0404621,34.4601281,0.6133888,33.0000043,-106.9923545,9.7809458,0.5652308,0,0.0095832,-0.0000234,24895.0250818,3342,16.4541965,0.10602,201.5408242,155.996664,2.89206,0.2943381,12267791.2579619,0,21.0343284,0.3199017,0.3202129,0.2261511,0.0167056,0.077045,0.1000299,0.2877637,-0.000439,0,0,0,0,0.0015369,0.0115378,15.748,194.778355,64.4097824,0.0721714,7.2551532,-16.1474916,555.6318276,321.5135201,0.01,2.1756926
18.77,3404.7706959,84.8389636,-10.4394919,91.5681928,10.4564111,713.3289995,0.5040147,713.3291776,0.0404833,34.4540881,0.5945935,33.0000043,-106.9923508,9.7809432,0.5242908,0,0.0098604,-0.0000237,24895.0250818,3342,16.4541965,0.10602,201.6244615,155.996664,2.8973709,0.2939646,12251174.0655778,0,20.9775059,0.3199278,0.320196,0.2262048,0.0166947,0.0770283,0.0926289,0.2663217,0.0002019,0,0,0,0,0.0016313,0.0115259,15.748,194.778355,64.374777,0.0722031,7.199034,-16.1530095,555.5688654,321.5101762,0.01,2.1762747
18.78,3405.6185635,84.7345366,-10.4459123,91.4692448,10.4617595,713.6735106,0.5045217,713.673689,0.0405045,34.4482371,0.5756104,33.0000043,-106.9923471,9.7809406,0.4824979,0,0.010116,-0.000025,24895.0250818,3342,16.4541965,0.10602,201.7101615,155.996664,2.9028129,0.2935911,12234563.8093625,0,20.920941,0.319954,0.3201816,0.2262586,0.0166839,0.0770115,0.0850988,0.2448116,0.000162,0,0,0,0,0.0017213,0.0115141,15.748,194.778355,64.3388133,0.0722298,7.1429148,-16.1585207,555.5059806,321.5068365,0.01,2.1768221
18.79,3406.4653864,84.630045,-10.4524409,91.3703212,10.4672436,714.0179642,0.505029,714.0181428,0.0405256,34.4425767,0.5564791,33.0000043,-106.9923435,9.780938,0.4399319,0,0.0103487,-0.000026,24895.0250818,3342,16.4541965,0.10602,201.7977776,155.996664,2.9083765,0.2932177,12217960.4385819,0,20.864651,0.3199803,0.3201698,0.2263124,0.0166731,0.0769948,0.0774556,0.2233147,-0.0000112,0,0,0,0,0.0018061,0.0115022,15.748,194.778355,64.3019711,0.0722531,7.0867956,-16.164025,555.4431732,321.5035008,0.01,2.1773736
18.8,3407.3111641,84.5254875,-10.4590609,91.2714219,10.4728497,714.362362,0.5055366,714.3625409,0.0405468,34.4371081,0.5372395,33.0000043,-106.9923398,9.7809354,0.3966756,0,0.0105585,-0.0000266,24895.0250818,3342,16.4541965,0.10602,201.8871557,155.996664,2.9140521,0.2928444,12201363.8991682,0,20.8086517,0.3200067,0.3201611,0.2263663,0.0166623,0.0769781,0.0697153,0.2017263,0.0000443,0,0,0,0,0.0018849,0.0114903,15.748,194.778355,64.2643309,0.0722733,7.0306764,-16.1695226,555.3804434,321.5001693,0.01,2.1779257
18.81,3408.1558962,84.4209381,-10.4508542,91.172552,10.4654047,714.7067057,0.5060444,714.7068848,0.040568,34.4316634,0.5516715,33.0000043,-106.9923361,9.7809328,0.4315346,0,0.0107667,-0.000027,24895.0250818,3342,16.4541965,0.10602,201.8139027,155.996664,2.9094005,0.292669,12193017.1567166,0,20.7841399,0.3200208,0.3202032,0.2263933,0.0166572,0.0769703,0.075949,0.2193645,0.0003382,0,0,0,0,0.0019623,0.0114785,15.748,194.778355,64.2259499,0.0722902,7.1188236,-16.1750133,555.3177911,321.4968419,0.01,2.178563
18.82,3408.9995832,84.31647,-10.4427847,91.0737164,10.4581002,715.0509941,0.5065525,715.0511735,0.0405892,34.4260759,0.5657806,33.0000043,-106.9923324,9.7809302,0.4656158,0,0.0109921,-0.0000266,24895.0250818,3342,16.4541965,0.10602,201.7424813,155.996664,2.9048652,0.2924942,12184693.8033998,0,20.7598186,0.3200348,0.320247,0.2264202,0.0166522,0.0769625,0.0820602,0.2363644,-0.0003089,0,0,0,0,0.0020478,0.0114666,15.748,194.778355,64.1867891,0.0723054,7.2069709,-16.1804973,555.2552163,321.4935186,0.01,2.1793488
18.83,3409.8422259,84.2120819,-10.4348665,90.9749151,10.4509473,715.395226,0.5070608,715.3954057,0.0406103,34.4203491,0.5795359,33.0000043,-106.9923287,9.7809276,0.4988481,0,0.0112335,-0.0000265,24895.0250818,3342,16.4541965,0.10602,201.6730242,155.996664,2.9004547,0.2923198,12176393.8109001,0,20.7356724,0.3200489,0.3202921,0.226447,0.0166472,0.0769547,0.0880352,0.2529358,-0.0003181,0,0,0,0,0.0021414,0.0114548,15.748,194.778355,64.1467876,0.0723179,7.2951182,-16.1859745,555.192719,321.4901995,0.01,2.1799725
18.84,3410.6838251,84.1077722,-10.4271109,90.8761478,10.4439545,715.7393999,0.5075693,715.7395798,0.0406315,34.4144866,0.5929125,33.0000043,-106.992325,9.7809251,0.5311741,0,0.0114915,-0.0000258,24895.0250818,3342,16.4541965,0.10602,201.6056342,155.996664,2.8961754,0.2921459,12168117.1576174,0,20.7116862,0.3200629,0.3203383,0.2264738,0.0166422,0.0769469,0.0938624,0.2698827,0.0000898,0,0,0,0,0.0022436,0.011443,15.748,194.778355,64.1058871,0.0723253,7.3832654,-16.1914449,555.1302991,321.4868844,0.01,2.1805245
18.85,3411.5243816,84.0035392,-10.4195287,90.7774143,10.4371297,716.0835145,0.5080781,716.0836947,0.0406527,34.4084924,0.6058865,33.0000043,-106.9923213,9.7809225,0.5625401,0,0.0117648,-0.0000255,24895.0250818,3342,16.4541965,0.10602,201.5404068,155.996664,2.8920335,0.2919725,12159863.8258155,0,20.6878446,0.320077,0.3203854,0.2265006,0.0166372,0.0769392,0.0995307,0.2855874,-0.0002146,0,0,0,0,0.0023544,0.0114311,15.748,194.778355,64.0640302,0.072328,7.4714127,-16.1969085,555.0679565,321.4835735,0.01,2.1810801
18.86,3412.3638958,83.8992978,-10.4287632,90.6787085,10.4449334,716.4275692,0.5085872,716.4277497,0.0406739,34.4025581,0.5809753,33.0000043,-106.9923176,9.7809199,0.5061796,0,0.0120306,-0.0000267,24895.0250818,3342,16.4541965,0.10602,201.6559626,155.996664,2.8993713,0.2915789,12142440.3644851,0,20.6278612,0.320105,0.3203553,0.2265575,0.0166259,0.0769217,0.0893523,0.2568322,0.0002788,0,0,0,0,0.0024687,0.0114193,15.748,194.778355,64.0211887,0.0723265,7.4006389,-16.2023653,555.0056912,321.4802666,0.01,2.1816188
18.87,3413.2023672,83.7949636,-10.4380868,90.5800244,10.4528848,716.7715657,0.5090965,716.7717465,0.0406951,34.3968733,0.5560073,33.0000043,-106.9923139,9.7809173,0.4490248,0,0.0122681,-0.0000282,24895.0250818,3342,16.4541965,0.10602,201.7737247,155.996664,2.9068492,0.2911853,12125024.7258634,0,20.5683366,0.3201332,0.3203306,0.2266144,0.0166146,0.0769042,0.0790774,0.2270708,0.0003827,0,0,0,0,0.0025742,0.0114075,15.748,194.778355,63.9774416,0.0723217,7.3298651,-16.2078154,554.9435033,321.4769639,0.01,2.1822406
18.88,3414.0397948,83.6905358,-10.4474755,90.4813617,10.460963,717.1155067,0.5096061,717.1156878,0.0407163,34.3914382,0.5310377,33.0000043,-106.9923102,9.7809147,0.3911959,0,0.0124758,-0.0000301,24895.0250818,3342,16.4541965,0.10602,201.893469,155.996664,2.9144529,0.2907919,12107616.8161521,0,20.5092927,0.3201614,0.3203117,0.2266714,0.0166033,0.0768867,0.0687295,0.1974963,-0.0003048,0,0,0,0,0.0026693,0.0113956,15.748,194.778355,63.9328938,0.0723136,7.2590913,-16.2132587,554.8813928,321.4736652,0.01,2.1828576
18.89,3414.8761776,83.5860139,-10.4569084,90.3827201,10.4691492,717.4593946,0.5101159,717.4595759,0.0407375,34.3862527,0.5061146,33.0000044,-106.9923066,9.7809122,0.3327992,0,0.0126533,-0.0000323,24895.0250818,3342,16.4541965,0.10602,202.0149967,155.996664,2.92217,0.2903985,12090216.5338419,0,20.4507475,0.3201898,0.3202988,0.2267285,0.016592,0.0768693,0.0583292,0.1677688,-0.000138,0,0,0,0,0.0027533,0.0113838,15.748,194.778355,63.8876524,0.0723011,7.1883175,-16.2186952,554.8193597,321.4703707,0.01,2.1834039
18.9,3415.7115147,83.4813976,-10.4663639,90.2840995,10.4774237,717.8032318,0.510626,717.8034135,0.0407587,34.3813159,0.4812857,33.0000044,-106.9923029,9.7809096,0.2739439,0,0.0128019,-0.0000362,24895.0250818,3342,16.4541965,0.10602,202.1380982,155.996664,2.9299869,0.2900052,12072823.7747305,0,20.3927162,0.3202183,0.3202923,0.2267857,0.0165808,0.0768518,0.047897,0.1377391,-0.0001767,0,0,0,0,0.0028261,0.011372,15.748,194.778355,63.8418242,0.072286,7.1175437,-16.2241248,554.7574043,321.4670803,0.01,2.1839489
18.91,3416.5458054,83.376731,-10.4669593,90.1855032,10.4777871,718.1470206,0.5111363,718.1472025,0.0407799,34.3765284,0.4762195,33.0000044,-106.9922992,9.7809071,0.2623827,0,0.0129322,-0.0000371,24895.0250818,3342,16.4541965,0.10602,202.1618641,155.996664,2.9314961,0.289732,12060434.3846764,0,20.3529925,0.3202391,0.320307,0.2268263,0.016573,0.0768398,0.0458532,0.1320191,-0.0004976,0,0,0,0,0.0028894,0.0113602,15.748,194.778355,63.7955015,0.0722673,7.1334201,-16.2295477,554.6955264,321.4637941,0.01,2.1844943
18.92,3417.3790493,83.2720582,-10.467621,90.0869345,10.4782141,718.4907618,0.5116469,718.490944,0.0408011,34.3717921,0.4710423,33.0000044,-106.9922955,9.7809045,0.2504681,0,0.0130563,-0.0000378,24895.0250818,3342,16.4541965,0.10602,202.1864031,155.996664,2.9330543,0.289459,12048054.4262551,0,20.313342,0.3202599,0.3203219,0.226867,0.0165652,0.0768277,0.0437491,0.1248691,-0.0003556,0,0,0,0,0.0029507,0.0113484,15.748,194.778355,63.7487203,0.0722424,7.1492965,-16.2349638,554.6337262,321.4605119,0.01,2.1850456
18.93,3418.2112465,83.1673784,-10.4683462,89.9883934,10.4787025,718.8344559,0.5121577,718.8346383,0.0408223,34.3671082,0.465761,33.0000044,-106.9922918,9.7809019,0.2382143,0,0.0131745,-0.0000388,24895.0250818,3342,16.4541965,0.10602,202.2116876,155.996664,2.9346599,0.2891861,12035683.903635,0,20.2737667,0.3202808,0.3203369,0.2269077,0.0165575,0.0768156,0.0415872,0.1190643,-0.0002393,0,0,0,0,0.0030101,0.0113366,15.748,194.778355,63.7015035,0.0722138,7.165173,-16.2403731,554.5720036,321.4572339,0.01,2.1857058
18.94,3419.0423969,83.0626911,-10.4691302,89.8898799,10.4792482,719.1781034,0.5126688,719.1782861,0.0408435,34.3624775,0.4603865,33.0000044,-106.9922881,9.7808994,0.2256455,0,0.0132856,-0.0000399,24895.0250818,3342,16.4541965,0.10602,202.2376686,155.996664,2.9363097,0.2889134,12023322.8237199,0,20.2342686,0.3203017,0.3203521,0.2269484,0.0165497,0.0768036,0.039372,0.1126754,0.0003866,0,0,0,0,0.0030669,0.0113248,15.748,194.778355,63.6538732,0.0721813,7.1810494,-16.2457756,554.5103587,321.45396,0.01,2.1863292
18.95,3419.8725003,82.9579956,-10.469968,89.7913938,10.4798469,719.5217049,0.5131801,719.5218879,0.0408647,34.3579009,0.4549296,33.0000044,-106.9922844,9.7808968,0.2127866,0,0.013391,-0.0000409,24895.0250818,3342,16.4541965,0.10602,202.2642952,155.996664,2.9380005,0.2886408,12010971.1931071,0,20.1948498,0.3203227,0.3203675,0.2269891,0.016542,0.0767916,0.0371082,0.1059009,0.0001098,0,0,0,0,0.0031218,0.0113131,15.748,194.778355,63.6058533,0.0721456,7.1969259,-16.2511713,554.4487914,321.4506902,0.01,2.1868906
18.96,3420.7015568,82.8532919,-10.470793,89.6929351,10.4804384,719.8652608,0.5136917,719.8654441,0.0408859,34.3533787,0.4495371,33.0000044,-106.9922808,9.7808943,0.1999975,0,0.0134887,-0.0000423,24895.0250818,3342,16.4541965,0.10602,202.2908062,155.996664,2.9396839,0.2883693,11998664.4654948,0,20.155636,0.3203437,0.3203833,0.2270298,0.0165343,0.0767796,0.034859,0.0991809,0.0000757,0,0,0,0,0.0031735,0.0113013,15.748,194.778355,63.5574674,0.0721062,7.2134131,-16.2565601,554.3873017,321.4474246,0.01,2.1874331
18.97,3421.5295661,82.7485797,-10.4716623,89.5945037,10.4810744,720.2087719,0.5142035,720.2089554,0.0409071,34.3489106,0.4440826,33.0000044,-106.9922771,9.7808917,0.1869682,0,0.013581,-0.0000441,24895.0250818,3342,16.4541965,0.10602,202.317859,155.996664,2.9414018,0.2880978,11986367.2748652,0,20.1165041,0.3203647,0.3203993,0.2270704,0.0165266,0.0767677,0.0325701,0.0923967,-0.0000725,0,0,0,0,0.0032232,0.0112895,15.748,194.778355,63.5087392,0.0720645,7.2299003,-16.2619422,554.3258897,321.444163,0.01,2.1880224
18.98,3422.3565283,82.6438585,-10.472572,89.4960997,10.4817514,720.5522385,0.5147156,720.5524223,0.0409284,34.3444974,0.4385753,33.0000044,-106.9922734,9.7808892,0.1737202,0,0.013666,-0.0000456,24895.0250818,3342,16.4541965,0.10602,202.3454098,155.996664,2.9431512,0.2878266,11974079.6274135,0,20.0774554,0.3203858,0.3204157,0.2271111,0.0165189,0.0767558,0.0302453,0.0858089,0.0003873,0,0,0,0,0.0032699,0.0112778,15.748,194.778355,63.459693,0.0720193,7.2463875,-16.2673174,554.2645554,321.4409056,0.01,2.1886134
18.99,3423.1824433,82.5391281,-10.4735168,89.3977229,10.4824647,720.8956612,0.5152279,720.8958453,0.0409496,34.3401395,0.4330263,33.0000044,-106.9922697,9.7808867,0.1602798,0,0.0137445,-0.0000479,24895.0250818,3342,16.4541965,0.10602,202.3734036,155.996664,2.9449289,0.2875555,11961801.5291672,0,20.0384915,0.3204069,0.3204323,0.2271517,0.0165113,0.0767439,0.0278895,0.0791873,-0.0000641,0,0,0,0,0.0033139,0.011266,15.748,194.778355,63.4103526,0.0719717,7.2628747,-16.2726859,554.2032988,321.4376524,0.01,2.1891641
19,3424.0073109,82.4343881,-10.4744924,89.2993732,10.4832104,721.2390407,0.5157405,721.2392251,0.0409708,34.3358373,0.4274449,33.0000044,-106.992266,9.7808841,0.1466703,0,0.0138163,-0.00005,24895.0250818,3342,16.4541965,0.10602,202.4017924,155.996664,2.9467315,0.2872845,11949532.9859767,0,19.9996135,0.320428,0.3204493,0.2271924,0.0165036,0.076732,0.0255067,0.071414,0.0002986,0,0,0,0,0.003355,0.0112542,15.748,194.778355,63.3607413,0.0719205,7.2793619,-16.2780475,554.1421198,321.4344032,0.01,2.1897486
19.01,3424.8311309,82.3296163,-10.4798653,89.2010488,10.4879759,721.5823776,0.5162533,721.5825622,0.040992,34.3316383,0.4123866,33.0000044,-106.9922623,9.7808816,0.1091289,0,0.0138754,-0.000062,24895.0250818,3342,16.4541965,0.10602,202.4813048,155.996664,2.9517806,0.2869534,11934765.3892042,0,19.9523313,0.3204533,0.3204651,0.2272415,0.0164943,0.0767175,0.0189483,0.0528886,-0.0003079,0,0,0,0,0.0033916,0.0112425,15.748,194.778355,63.3108906,0.0718676,7.2528607,-16.2834024,554.0810185,321.4311582,0.01,2.1903267
19.02,3425.653903,82.2247909,-10.4852249,89.1027476,10.4927546,721.9256732,0.5167663,721.9258581,0.0410133,34.3275894,0.3974392,33.0000044,-106.9922587,9.7808791,0.0715313,0,0.0139161,-0.0000858,24895.0250818,3342,16.4541965,0.10602,202.5611952,155.996664,2.9568536,0.2866223,11920003.9760949,0,19.9052962,0.3204786,0.3204837,0.2272906,0.016485,0.076703,0.0124006,0.0336018,0.0000425,0,0,0,0,0.0034195,0.0112307,15.748,194.778355,63.2608595,0.0718134,7.2263596,-16.2887504,554.019995,321.4279173,0.01,2.1908712
19.03,3426.4756266,82.1199119,-10.4905579,89.0044695,10.4975335,722.2689291,0.5172796,722.2691143,0.0410345,34.3236893,0.3826288,33.0000044,-106.992255,9.7808765,0.0339475,0,0.0139376,-0.0001623,24895.0250818,3342,16.4541965,0.10602,202.6413124,155.996664,2.9619411,0.2862914,11905248.7104261,0,19.8585086,0.320504,0.3205051,0.2273398,0.0164757,0.0766885,0.0058759,0.0141198,-0.000371,0,0,0,0,0.0034381,0.011219,15.748,194.778355,63.2107147,0.0717573,7.1998585,-16.2940916,553.9590492,321.4246805,0.01,2.1914177
19.04,3427.2963011,82.0149798,-10.4958525,88.9062144,10.5023011,722.6121467,0.5177932,722.6123322,0.0410557,34.3199366,0.3679783,33.0000044,-106.9922513,9.780874,0.0035783,0,-0.0138762,-0.0013629,24895.0250818,3342,16.4541965,0.10602,202.7060885,155.996664,2.9660544,0.2859604,11890499.5548838,0,19.8119677,0.3205295,0.3205295,0.227389,0.0164664,0.0766741,0.0006186,0.0053782,-0.0001388,0,0,0,0,-0.0034158,0.0112073,15.748,194.778355,63.1605223,0.0717004,7.1733574,-16.299426,553.8981812,321.4214479,0.01,2.1919718
19.05,3428.115926,81.9099949,-10.501123,88.8079825,10.5070699,722.9553275,0.518307,722.9555133,0.0410769,34.3163296,0.3534583,33.0000044,-106.9922476,9.7808715,0.0409262,0,-0.0139288,-0.0001033,24895.0250818,3342,16.4541965,0.10602,202.624639,155.996664,2.9608823,0.2856296,11875756.4726771,0,19.7656711,0.3205551,0.3205567,0.2274383,0.0164571,0.0766596,0.0070856,0.0242031,0.0001476,0,0,0,0,-0.0034498,0.0111956,15.748,194.778355,63.1103475,0.071642,7.1468563,-16.3047535,553.8373911,321.4182194,0.01,2.1925183
19.06,3428.9345007,81.8049136,-10.5151515,88.7097692,10.5200318,723.2984733,0.518821,723.2986594,0.0410982,34.3129606,0.3204026,33.0000044,-106.9922439,9.780869,0.1260356,0,-0.0138853,-0.0000246,24895.0250818,3342,16.4541965,0.10602,202.4407351,155.996664,2.9492044,0.2851778,11855989.1214743,0,19.7039987,0.320589,0.3206048,0.2275046,0.0164445,0.07664,0.0218972,0.0681034,0.000061,0,0,0,0,-0.0034393,0.0111838,15.748,194.778355,63.0602686,0.0715822,7.0342063,-16.3100743,553.7766789,321.414995,0.01,2.1931028
