# Time (s),Vertical acceleration (m/s²),Lateral acceleration (m/s²),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Air temperature (°C),Air pressure (kPa),Shenanigans (dBm/m)
13.89,-9.949074,0.4458983,0,0,0,0,86.383,12.49064
13.9,-9.947799,0.4454854,0,0,0,0,86.381,12.46639
13.91,-9.946526,0.4450749,0,0,0,0,86.383,12.28482
13.92,-9.945256,0.444667,0,0,0,0,86.381,12.13885
13.93,-9.943989,0.4442615,0,0,0,0,86.375,12.20523
13.94,-9.942724,0.4438584,0,0,0,0,86.373,12.28719
13.95,-9.941463,0.4434578,0,0,0,0,86.376,12.15961
13.96,-9.940204,0.4430597,0,0,0,0,86.375,12.01949
13.97,-9.938947,0.442664,0,0,0,0,86.373,11.91318
13.98,-9.937693,0.4422708,0,0,0,0,86.369,11.92801
13.99,-9.936442,0.44188,0,0,0,0,86.374,11.65096
14,-9.935194,0.4414917,0,0,0,0,86.369,11.55519
14.01,-9.933948,0.4411058,0,0,0,0,86.366,11.53648
14.02,-9.932704,0.4407224,0,0,0,0,86.364,11.54394
14.03,-9.931463,0.4403415,0,0,0,0,86.367,11.35174
14.04,-9.930225,0.439963,0,0,0,0,86.366,11.1562
14.05,-9.92899,0.4395892,0,0,0,0,86.363,11.04799
14.06,-9.927759,0.439222,0,0,0,0,86.369,10.61728
14.07,-9.926529,0.4388572,0,0,0,0,86.356,10.74327
14.08,-9.925303,0.4384947,0,0,0,0,86.359,10.66297
14.09,-9.924079,0.4381347,0,0,0,0,86.362,10.39399
14.1,-9.922857,0.4377772,0,0,0,0,86.355,10.40088
14.11,-9.921637,0.437422,0,0,0,0,86.358,10.21308
14.12,-9.92042,0.4370693,0,0,0,0,86.353,10.20578
14.13,-9.919205,0.436719,0,0,0,0,86.357,9.961085
14.14,-9.917993,0.4363711,0,0,0,0,86.352,9.902751
14.15,-9.916782,0.4360257,0,0,0,0,86.35,9.881351
14.16,-9.915574,0.4356827,0,0,0,0,86.348,9.894075
14.17,-9.914369,0.4353422,0,0,0,0,86.35,9.759169
14.18,-9.915022,0.4423539,0,0,0,0,86.355,9.35506
14.19,-9.9138,0.4420105,0,0,0,0,86.344,9.421951
14.2,-9.91258,0.4416697,0,0,0,0,86.349,9.204238
14.21,-9.911362,0.4413312,0,0,0,0,86.341,9.308788
14.22,-9.919167,0.4782227,0,0,0,0,86.343,9.260694
14.23,-9.926572,0.5142344,0,0,0,0,86.341,9.251959
14.24,-9.933011,0.5469582,0,0,0,0,86.344,9.055417
14.25,-9.93855,0.5765582,0,0,0,0,86.338,9.090592
14.26,-9.943288,0.6033692,0,0,0,0,86.338,9.069607
14.27,-9.94731,0.6276596,0,0,0,0,86.341,8.863019
14.28,-9.950687,0.6496541,0,0,0,0,86.345,8.442298
14.29,-9.953482,0.6695672,0,0,0,0,86.333,8.543117
14.3,-9.955759,0.6876015,0,0,0,0,86.332,8.62952
14.31,-9.95755,0.7038453,0,0,0,0,86.335,8.523524
14.32,-9.958924,0.7185543,0,0,0,0,86.337,8.286407
14.33,-9.959928,0.7318847,0,0,0,0,86.337,8.019506
14.34,-9.960573,0.7438487,0,0,0,0,86.335,7.815845
14.35,-9.960929,0.7547236,0,0,0,0,86.331,7.760547
14.36,-9.960992,0.7644493,0,0,0,0,86.335,7.483503
14.37,-9.96082,0.7732722,0,0,0,0,86.332,7.317653
14.38,-9.96042,0.7811909,0,0,0,0,86.329,7.254366
14.39,-9.959821,0.7883088,0,0,0,0,86.329,7.151285
14.4,-9.959049,0.7947382,0,0,0,0,86.329,7.012215
14.41,-9.958113,0.8004923,0,0,0,0,86.329,6.840803
14.42,-9.957029,0.8056317,0,0,0,0,86.331,6.55085
14.43,-9.955821,0.8102513,0,0,0,0,86.324,6.556456
14.44,-9.9545,0.8143961,0,0,0,0,86.324,6.519723
14.45,-9.953077,0.8181034,0,0,0,0,86.323,6.489348
14.46,-9.951555,0.8213651,0,0,0,0,86.321,6.509929
14.47,-9.949952,0.8242717,0,0,0,0,86.32,6.532599
14.48,-9.948276,0.8268551,0,0,0,0,86.321,6.467756
14.49,-9.946536,0.8291441,0,0,0,0,86.326,6.143871
14.5,-9.944739,0.8311654,0,0,0,0,86.325,5.852268
14.51,-9.942889,0.8329434,0,0,0,0,86.317,5.904901
14.52,-9.940993,0.8345002,0,0,0,0,86.319,5.825414
14.53,-9.939055,0.8358488,0,0,0,0,86.311,6.073128
14.54,-9.937078,0.8369974,0,0,0,0,86.322,5.769459
14.55,-9.935068,0.837983,0,0,0,0,86.317,5.677851
14.56,-9.93303,0.8388205,0,0,0,0,86.315,5.646725
14.57,-9.930967,0.8395239,0,0,0,0,86.317,5.492256
14.58,-9.928882,0.8401058,0,0,0,0,86.314,5.449357
14.59,-9.926777,0.8405779,0,0,0,0,86.321,5.061151
14.6,-9.924654,0.8409503,0,0,0,0,86.311,5.118955
14.61,-9.922517,0.8412329,0,0,0,0,86.311,5.137964
14.62,-9.920366,0.8414343,0,0,0,0,86.316,4.897757
14.63,-9.918204,0.8415624,0,0,0,0,86.312,4.823807
14.64,-9.916031,0.8416244,0,0,0,0,86.316,4.54438
14.65,-9.91385,0.8416269,0,0,0,0,86.311,4.48068
14.66,-9.911662,0.8415755,0,0,0,0,86.312,4.346485
14.67,-9.909467,0.8414763,0,0,0,0,86.308,4.372256
14.68,-9.907267,0.8413336,0,0,0,0,86.314,4.096978
14.69,-9.905063,0.8411522,0,0,0,0,86.301,4.397519
14.7,-9.902855,0.840936,0,0,0,0,86.305,4.464063
14.71,-9.900644,0.8406888,0,0,0,0,86.309,4.316238
14.72,-9.898431,0.8404141,0,0,0,0,86.31,4.10663
14.73,-9.896215,0.8401146,0,0,0,0,86.306,4.06514
14.74,-9.893999,0.8397935,0,0,0,0,86.308,3.909386
14.75,-9.891782,0.839453,0,0,0,0,86.304,3.918165
14.76,-9.889564,0.8390956,0,0,0,0,86.307,3.764629
14.77,-9.887346,0.8387233,0,0,0,0,86.303,3.776303
14.78,-9.885129,0.8383379,0,0,0,0,86.311,3.402262
14.79,-9.882911,0.8379412,0,0,0,0,86.304,3.347579
14.8,-9.880695,0.8375348,0,0,0,0,86.305,3.227769
14.81,-9.878479,0.8371202,0,0,0,0,86.304,3.138506
14.82,-9.876265,0.8366985,0,0,0,0,86.309,2.808997
14.83,-9.874051,0.836271,0,0,0,0,86.302,2.797769
14.84,-9.871839,0.8358387,0,0,0,0,86.303,2.720299
14.85,-9.869629,0.8354026,0,0,0,0,86.297,2.896078
14.86,-9.86742,0.8349636,0,0,0,0,86.296,3.079867
14.87,-9.865212,0.8345225,0,0,0,0,86.301,3.001952
14.88,-9.863007,0.8340799,0,0,0,0,86.308,2.594961
14.89,-9.860803,0.8336366,0,0,0,0,86.299,2.603963
14.9,-9.858601,0.8331933,0,0,0,0,86.302,2.45723
14.91,-9.8564,0.8327501,0,0,0,0,86.301,2.347458
14.92,-9.854202,0.8323079,0,0,0,0,86.299,2.316874
14.93,-9.852006,0.8318671,0,0,0,0,86.302,2.135387
14.94,-9.849811,0.8314281,0,0,0,0,86.295,2.264027
14.95,-9.847619,0.8309911,0,0,0,0,86.303,2.00504
14.96,-9.845428,0.8305565,0,0,0,0,86.3,1.884215
14.97,-9.843239,0.8301248,0,0,0,0,86.3,1.756238
14.98,-9.841053,0.829696,0,0,0,0,86.293,1.935877
14.99,-9.838868,0.8292704,0,0,0,0,86.302,1.680668
15,-9.836685,0.8288484,0,0,0,0,86.297,1.654635
15.01,-9.834503,0.8284301,0,0,0,0,86.299,1.52544
15.02,-9.832324,0.8280156,0,0,0,0,86.294,1.615778
15.03,-9.830147,0.8276051,0,0,0,0,86.298,1.504271
15.04,-9.827971,0.827199,0,0,0,0,86.297,1.43214
15.05,-9.825797,0.8267971,0,0,0,0,86.297,1.35168
15.06,-9.823625,0.8263998,0,0,0,0,86.29,1.577497
15.07,-9.821454,0.8260068,0,0,0,0,86.295,1.54629
15.08,-9.819285,0.8256187,0,0,0,0,86.299,1.324394
15.09,-9.817118,0.8252353,0,0,0,0,86.296,1.241968
15.1,-9.814953,0.8248569,0,0,0,0,86.296,1.153413
15.11,-9.812789,0.8244831,0,0,0,0,86.292,1.238845
15.12,-9.810626,0.8241145,0,0,0,0,86.3,0.9462675
15.13,-9.808465,0.8237509,0,0,0,0,86.296,0.8456813
15.14,-9.806306,0.8233924,0,0,0,0,86.296,0.7423187
15.15,-9.804147,0.8230392,0,0,0,0,86.297,0.5921285
15.16,-9.802044,0.7886662,0,0,0,0,86.3,0.309996
